ID	name	movies_95_04	main_genre	genres
15629	"Rudder, Michael (I)"	12	Thriller	Action:1,Comedy:1,Drama:1,Fantasy:1,Horror:1,NULL:2,Romance:1,Sci-Fi:1,Thriller:2,War:1
5026	"Morgan, Debbi"	16	Drama	Comedy:2,Documentary:1,Drama:6,Horror:2,NULL:3,Romance:2
11252	"Bellows, Gil"	33	Drama	Comedy:6,Documentary:1,Drama:7,Family:1,Fantasy:1,Horror:1,Mystery:2,NULL:2,Romance:6,Short:2,Thriller:4
5150	"Dray, Albert"	20	Comedy	Comedy:6,Crime:1,Documentary:1,Drama:4,NULL:5,Romance:1,Short:1,Thriller:1
4057	"Daly, Shane (I)"	18	Drama	Comedy:2,Crime:1,Drama:7,Horror:1,Music:1,Musical:1,Romance:1,Thriller:4
12373	"Macfadyen, Angus"	24	Drama	Action:1,Adventure:1,Documentary:1,Drama:7,Family:1,Fantasy:1,Horror:2,NULL:1,Romance:2,Sci-Fi:1,Short:2,Thriller:4
3453	"Djola, Badja"	11	Drama	Adult:1,Drama:7,Thriller:3
9878	"Twiggy"	12	Music	Documentary:5,Drama:1,Music:4,Romance:2
4988	"Winfrey, Oprah"	21	Music	Comedy:1,Documentary:8,Drama:1,Family:1,Music:2,NULL:6,Short:2
13032	"Champagne (II)"	11	Adult	Adult:8,NULL:3
13060	"Sweet, Jay (I)"	11	Adult	Adult:7,NULL:4
3541	"Roach, Martin"	36	Drama	Action:3,Animation:2,Comedy:1,Crime:1,Drama:13,Family:1,Music:1,Mystery:3,NULL:2,Romance:2,Sci-Fi:1,Short:1,Thriller:5
9373	"Welch, Raquel"	24	Comedy	Comedy:4,Documentary:7,Drama:4,Family:2,Music:1,NULL:5,Sci-Fi:1
4120	"Yue, Shawn"	15	Drama	Action:3,Comedy:3,Drama:4,Fantasy:1,NULL:1,Romance:3
14308	"Landström, Örjan"	12	Thriller	Comedy:1,Drama:2,NULL:3,Short:3,Thriller:3
13517	"Scarborough, Adrian"	13	Drama	Animation:1,Comedy:3,Drama:7,NULL:1,Thriller:1
12059	"Valcárcel, Javier"	10	Romance	Comedy:1,Drama:1,NULL:6,Romance:2
3932	"Weinberg, Max (I)"	10	Music	Comedy:2,Documentary:1,Music:5,NULL:1,Romance:1
577	"Hingle, Pat"	16	Comedy	Adventure:2,Comedy:3,Crime:1,Documentary:3,Drama:3,Fantasy:1,NULL:1,Thriller:1,War:1
1362	"Yamazaki, Takumi"	20	Sci-Fi	Animation:3,Comedy:2,Fantasy:2,Horror:3,NULL:2,Sci-Fi:5,Short:2,Thriller:1
9764	"Sokoloff, Marla"	11	Comedy	Comedy:3,Crime:1,Drama:2,NULL:1,Romance:1,Sci-Fi:2,Short:1
6511	"Sims, Molly"	12	Music	Action:1,Comedy:1,Crime:2,Documentary:2,Family:1,Music:3,NULL:2
10932	"Benson, Amber"	15	Drama	Action:1,Comedy:2,Documentary:1,Drama:4,Horror:1,Music:2,Romance:3,Thriller:1
13040	"Warhol, Andy"	13	Music	Documentary:8,Music:4,NULL:1
2416	"Rogers, Debra Jean"	30	Sci-Fi	Action:3,Animation:5,Crime:1,Drama:1,Fantasy:2,Horror:1,NULL:1,Romance:1,Sci-Fi:15
9554	"Diego, Gabino"	20	Comedy	Comedy:6,Drama:1,Family:5,Music:1,Romance:4,Short:1,Thriller:1,War:1
11701	"Carvana, Hugo (I)"	15	Drama	Comedy:1,Drama:4,Fantasy:1,Musical:1,NULL:8
11054	"Baker, Carroll"	15	Drama	Documentary:7,Drama:3,Mystery:1,NULL:1,Romance:1,Thriller:1,Western:1
13485	"Böhm, Katharina"	36	Drama	Comedy:3,Crime:5,Drama:8,Mystery:4,NULL:7,Romance:2,Short:2,Thriller:5
10043	"James, Robbie"	16	Adult	Adult:13,NULL:3
14551	"Figueiredo, Paulo"	12	Romance	Drama:2,NULL:7,Romance:3
893	"Angel, Vanessa"	12	Comedy	Adventure:1,Comedy:4,Crime:1,Drama:1,NULL:1,Romance:1,Sci-Fi:1,Thriller:2
9573	"López, Pepa"	18	Drama	Comedy:4,Crime:1,Drama:5,Horror:1,NULL:6,Short:1
647	"Hall, Deidre"	10	Drama	Documentary:3,Drama:1,NULL:5,Thriller:1
1867	"Luv, Leah"	13	Adult	Adult:7,NULL:6
