# Undirected graph (each unordered pair of nodes is saved once): randomgraph.meandegree.10.nodes.101.elist.txt
# Nodes: 101 Edges: 505
# NodeId	NodeId
0	3
0	18
0	36
0	45
0	78
0	87
0	98
1	5
1	10
1	11
1	24
1	39
1	48
1	50
1	55
1	63
1	64
1	84
1	88
2	5
2	9
2	18
2	38
2	42
2	54
2	79
3	25
3	27
3	67
3	74
3	78
3	99
4	5
4	7
4	31
4	40
4	73
4	75
4	99
5	15
5	18
5	38
5	44
5	49
5	54
5	62
5	70
5	73
5	76
5	81
6	11
6	18
6	20
6	22
6	44
6	49
6	52
6	53
6	61
6	62
6	70
6	81
6	87
6	90
6	97
7	13
7	20
7	40
7	55
7	56
7	84
8	24
8	25
8	32
8	61
8	64
8	65
8	76
8	98
9	28
9	48
9	76
9	92
9	98
10	11
10	14
10	21
10	27
10	28
10	49
10	84
11	23
11	28
11	41
11	49
11	56
11	59
11	62
11	66
11	71
11	72
11	75
11	89
11	91
12	14
12	17
12	20
12	27
12	30
12	46
12	57
13	20
13	22
13	30
13	48
13	51
13	56
13	70
13	88
13	94
14	16
14	20
14	22
14	28
14	33
14	49
14	55
14	61
14	71
14	90
15	19
15	45
15	46
15	50
15	54
15	64
15	82
15	94
16	19
16	23
16	36
16	37
16	43
16	51
16	60
16	61
16	79
16	90
16	94
16	98
17	24
17	28
17	32
17	47
17	62
17	90
17	94
18	25
18	29
18	32
18	47
18	56
18	72
18	76
18	83
18	85
18	93
19	22
19	30
19	36
19	43
19	64
19	67
19	74
19	79
19	81
19	84
19	92
19	95
19	98
20	39
20	70
20	73
20	93
20	100
21	22
21	33
21	38
21	45
21	48
21	69
21	72
21	77
21	80
21	81
21	98
22	65
22	75
22	78
22	93
22	97
23	26
23	30
23	33
23	37
23	70
23	71
23	76
24	27
24	35
24	45
24	63
24	65
24	73
24	75
24	86
24	97
25	29
25	35
25	47
25	56
25	67
25	69
25	86
26	41
26	44
26	51
26	56
26	64
26	77
26	78
26	89
27	36
27	38
27	40
27	55
27	58
27	61
27	85
27	99
28	35
28	37
28	48
28	52
28	62
28	80
28	84
29	38
29	55
29	59
29	63
29	68
29	76
29	87
30	52
30	76
31	33
31	41
31	44
31	63
31	68
31	73
31	76
31	81
32	45
32	46
32	59
32	66
32	70
32	79
32	95
33	47
33	63
34	39
34	45
34	47
34	84
34	95
34	100
35	37
35	48
35	57
35	59
35	72
35	80
35	81
35	83
35	91
35	100
36	37
36	46
36	62
36	83
36	88
36	95
37	44
37	52
37	60
37	65
37	80
37	82
37	83
38	44
38	48
38	55
38	69
38	80
38	81
38	83
38	84
39	42
39	44
39	57
39	59
39	78
39	79
39	95
39	100
40	46
40	52
40	58
40	78
40	83
40	88
40	96
41	43
41	44
41	45
41	52
41	55
41	63
41	64
41	65
41	95
42	47
42	51
42	56
42	66
42	70
42	85
42	92
43	49
43	56
43	58
43	69
43	75
43	77
43	93
43	95
44	47
44	60
44	90
44	99
44	100
45	46
45	48
45	49
45	53
45	79
45	89
45	94
46	52
46	63
46	78
46	93
46	97
47	59
47	79
47	80
47	98
48	60
48	62
48	68
49	68
49	71
49	87
49	91
49	93
49	97
50	51
50	55
50	58
50	59
50	60
50	90
50	91
50	92
50	95
51	52
51	57
51	60
51	82
51	98
51	99
52	72
52	74
52	82
52	99
53	65
53	71
53	72
53	74
53	90
53	96
53	98
54	57
54	63
54	65
54	76
54	78
54	85
55	68
55	72
55	77
56	58
56	67
56	72
56	85
56	87
56	88
56	93
56	96
57	58
57	69
57	77
57	84
57	89
57	97
58	65
58	67
58	73
58	79
58	80
58	83
58	93
58	94
59	69
59	76
59	99
61	72
61	79
61	95
62	65
62	84
62	88
63	67
63	68
63	82
64	86
65	77
65	85
65	90
65	93
66	72
66	93
66	95
67	70
67	71
67	81
67	89
68	86
68	100
69	78
70	98
70	99
71	85
71	90
71	91
71	100
72	85
72	89
72	94
73	79
73	99
74	76
74	78
75	79
75	99
76	90
77	85
78	86
79	100
80	81
80	99
81	86
82	96
82	98
82	99
83	84
83	87
83	88
83	93
84	90
84	91
85	95
85	100
86	100
87	89
87	92
89	90
90	93
91	93
91	94
93	95
94	95
