# Undirected graph (each unordered pair of nodes is saved once): randomgraph.meandegree.10.nodes.10001.elist.txt
# Nodes: 10001 Edges: 50005
# NodeId	NodeId
0	1800
0	4378
0	4629
0	4838
0	6402
0	6630
0	6759
0	6911
0	7229
0	7553
0	7583
0	7846
0	8520
0	8530
0	9972
1	398
1	625
1	896
1	1386
1	1920
1	2016
1	3083
1	3844
1	5122
1	6492
1	6709
1	6873
1	7243
1	7397
1	8246
1	8253
1	8384
1	8754
2	1229
2	3452
2	4086
2	6638
2	7074
3	272
3	805
3	3015
3	3032
3	3140
3	3855
3	5321
3	5605
3	6622
3	6752
3	8308
3	9657
4	1048
4	1632
4	1688
4	1794
4	2330
4	3041
4	3677
4	5011
4	5536
4	6572
4	7443
4	7669
4	7758
4	8090
4	8524
5	79
5	403
5	835
5	2903
5	2920
5	3027
5	3650
5	5225
5	7193
5	7403
5	7690
5	7727
5	7741
5	8022
5	9332
6	193
6	3302
6	7327
6	9001
7	1698
7	2010
7	2984
7	3317
7	3421
7	3431
7	5609
7	6396
7	7219
7	7463
8	262
8	347
8	640
8	1211
8	3445
8	7227
8	7472
8	7744
8	8672
8	9939
9	4606
9	4946
9	5324
9	8399
9	8818
10	366
10	474
10	1522
10	2698
10	5317
10	5522
10	5870
10	6907
10	6999
10	7340
10	9504
10	9565
10	9691
11	810
11	882
11	1229
11	1370
11	1579
11	2332
11	3421
11	3548
11	4084
11	4497
11	5436
11	5982
11	6174
11	6482
11	8084
12	2354
12	2730
12	2827
12	4350
12	4844
12	5552
12	5559
12	6811
12	9936
13	2906
13	3480
13	4441
13	6296
13	7737
13	7984
13	9520
14	145
14	422
14	435
14	1952
14	1992
14	2423
14	2978
14	3076
14	3840
14	4373
14	5515
14	5625
14	6111
14	7931
14	9455
14	9515
15	583
15	2630
15	4472
15	5179
15	6325
15	6560
15	7426
15	8080
15	9009
15	9251
15	9408
16	368
16	1395
16	1606
16	2016
16	2491
16	2779
16	4313
16	6568
16	6605
16	7920
16	8383
17	479
17	1193
17	1258
17	1263
17	1665
17	2099
17	2472
17	2530
17	3942
17	7276
18	281
18	627
18	4530
18	4683
18	4871
18	5567
18	5643
18	8857
18	9525
18	9559
19	1010
19	1902
19	2509
19	2572
19	3707
19	4563
19	5010
19	6347
19	6650
19	8068
19	8381
20	1388
20	1965
20	2343
20	3971
20	5839
20	8076
20	8456
21	1658
21	2141
21	5462
21	6072
21	6334
21	8790
21	8918
22	939
22	1137
22	2308
22	2951
22	3374
22	3457
22	3607
22	3631
22	3719
22	3989
22	4600
22	5388
22	8335
23	771
23	1454
23	1497
23	1912
23	3264
23	4508
23	4579
23	5014
23	5028
23	5093
23	5142
23	6144
23	7105
23	7173
23	7622
23	9109
23	9991
24	57
24	1823
24	2427
24	3138
24	3934
24	5175
24	8109
24	8568
24	8817
25	303
25	501
25	1025
25	1536
25	2595
25	3910
25	6747
25	6922
25	7207
25	7724
25	8028
25	8872
25	8873
26	1830
26	4317
26	4445
26	6116
26	6610
26	7992
26	9260
26	9844
27	702
27	1030
27	1549
27	2330
27	4231
27	4342
27	5159
27	6939
27	7382
27	7435
27	8956
28	513
28	1212
28	1768
28	2202
28	5738
28	5859
28	6939
28	8967
28	9163
28	9357
28	9641
29	1305
29	5007
29	8260
29	8265
30	727
30	1436
30	1729
30	3196
30	4228
30	4781
30	4914
30	7596
30	8834
30	9921
31	401
31	1380
31	1579
31	1714
31	3582
31	4912
31	5316
31	5592
31	6470
31	8229
31	9390
31	9641
32	1488
32	2429
32	2566
32	8012
32	8427
32	8754
32	8780
33	478
33	1371
33	2126
33	2193
33	2216
33	3574
33	3852
33	5192
33	5591
33	5799
33	5939
33	7640
33	7733
33	7822
33	7848
34	476
34	4765
34	5565
34	5630
34	7301
35	2216
35	3374
35	4343
