# Undirected graph (each unordered pair of nodes is saved once): imdb_actor_er.elist.txt
# Nodes: 17577 Edges: 287074
# NodeId	NodeId
0	633
0	718
0	1445
0	1718
0	1863
0	2570
0	2877
0	2934
0	3217
0	3626
0	3916
0	4107
0	4349
0	4393
0	4405
0	5498
0	5589
0	6297
0	8289
0	9445
0	10173
0	10748
0	11398
0	11629
0	12295
0	12856
0	13326
0	14054
0	14294
0	14354
0	14955
0	15103
0	15445
0	15928
0	16247
0	16348
0	16542
0	16901
1	108
1	1067
1	1842
1	2556
1	3664
1	3934
1	4719
1	4910
1	6084
1	6372
1	6377
1	6744
1	8522
1	10078
1	10273
1	10893
1	11632
1	13086
1	13944
1	14059
1	14549
1	14628
1	14701
1	14728
1	14791
1	15441
1	15765
1	15953
1	16484
1	16644
1	16694
1	16727
1	16781
1	16955
1	17324
1	17574
2	159
2	505
2	778
2	1034
2	1060
2	1134
2	1284
2	5408
2	5633
2	5862
2	6309
2	6321
2	7730
2	7985
2	8598
2	9033
2	9263
2	9895
2	9999
2	10016
2	10522
2	10908
2	11600
2	16192
2	16263
3	737
3	983
3	1000
3	1466
3	1777
3	2027
3	2220
3	2285
3	2909
3	3436
3	4386
3	5045
3	5438
3	5470
3	6186
3	8303
3	8489
3	9368
3	12219
3	13646
3	13837
3	14281
3	14808
3	15340
3	15555
3	15777
3	16224
3	16661
3	17305
4	163
4	759
4	1623
4	2837
4	3133
4	3617
4	5175
4	5544
4	6310
4	6604
4	7179
4	7287
4	7318
4	7645
4	7719
4	8297
4	8331
4	9022
4	9199
4	9656
4	10123
4	10808
4	10953
4	11101
4	11730
4	11876
4	12029
4	12374
4	14091
4	14387
4	15062
4	15156
4	16293
4	17114
4	17432
5	75
5	306
5	955
5	1914
5	2942
5	3125
5	4452
5	4978
5	6535
5	6596
5	7114
5	8932
5	9632
5	10945
5	11234
5	11294
5	11915
5	13199
5	14825
5	15177
5	15573
5	16149
5	17093
5	17276
5	17514
6	332
6	621
6	1033
6	1258
6	1522
6	2037
6	3466
6	3693
6	3918
6	4154
6	4449
6	6022
6	6165
6	6202
6	6469
6	6815
6	7243
6	7640
6	8531
6	8968
6	9289
6	10384
6	10584
6	10779
6	10971
6	12286
6	13026
6	13948
6	14362
6	14900
6	14936
6	15620
6	15813
6	16877
6	17046
7	1104
7	1377
7	1431
7	3464
7	4039
7	5817
7	9097
7	9141
7	9426
7	9814
7	10462
7	10509
7	10511
7	10792
7	12070
7	12319
7	12521
7	13550
7	15320
7	15423
7	15513
7	15889
7	16574
7	16951
7	17242
7	17549
8	51
8	127
8	1331
8	1333
8	1990
8	2023
8	2656
8	2677
8	2932
8	3927
8	4239
8	4247
8	4707
8	5046
8	6970
8	7875
8	8392
8	8463
8	8597
8	9104
8	9413
8	9459
8	9770
8	9788
8	10434
8	11497
8	11646
8	12988
8	14803
8	16110
8	16338
8	16607
8	16630
8	17115
8	17452
9	233
9	1369
9	1408
9	1721
9	2603
9	2681
9	3361
9	3645
9	3680
9	3703
9	4281
9	4373
9	4963
9	5454
9	5613
9	6362
9	7081
9	7382
9	8339
9	9788
9	10343
9	10662
9	12833
9	13033
9	13489
9	13827
9	14088
9	14094
9	15522
9	15911
9	16331
9	16939
10	401
10	936
10	1281
10	1824
10	1980
10	2837
10	2885
10	3163
10	4099
10	4142
10	4653
10	5445
10	5616
10	5887
10	7624
10	8682
10	8895
10	10382
10	10432
10	10583
10	11118
10	11346
10	11518
10	13010
10	13688
10	14888
10	15143
10	15312
10	15886
10	15916
10	17259
11	64
11	256
