# Undirected graph (each unordered pair of nodes is saved once): USairport_2010_ba.elist.txt
# Nodes: 1574 Edges: 32823
# NodeId	NodeId
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	29
0	30
0	31
0	32
0	33
0	34
0	36
0	38
0	39
0	41
0	42
0	43
0	44
0	45
0	46
0	47
0	53
0	54
0	57
0	59
0	60
0	62
0	64
0	65
0	70
0	71
0	72
0	80
0	82
0	83
0	84
0	85
0	87
0	88
0	90
0	92
0	98
0	104
0	105
0	107
0	108
0	112
0	115
0	119
0	120
0	124
0	128
0	132
0	133
0	138
0	141
0	143
0	144
0	151
0	152
0	159
0	163
0	168
0	171
0	177
0	178
0	180
0	182
0	198
0	199
0	200
0	202
0	203
0	208
0	211
0	212
0	221
0	223
0	230
0	232
0	233
0	234
0	236
0	241
0	246
0	249
0	256
0	260
0	266
0	267
0	271
0	280
0	281
0	283
0	289
0	302
0	303
0	305
0	308
0	310
0	319
0	320
0	324
0	338
0	349
0	354
0	359
0	365
0	371
0	373
0	375
0	384
0	385
0	390
0	391
0	398
0	403
0	406
0	407
0	423
0	424
0	429
0	439
0	442
0	453
0	461
0	467
0	476
0	481
0	483
0	485
0	494
0	514
0	522
0	525
0	541
0	552
0	555
0	569
0	579
0	584
0	585
0	596
0	599
0	615
0	631
0	636
0	638
0	648
0	651
0	655
0	659
0	685
0	695
0	696
0	699
0	714
0	724
0	726
0	739
0	744
0	754
0	762
0	767
0	777
0	783
0	786
0	791
0	795
0	804
0	810
0	848
0	852
0	859
0	864
0	871
0	876
0	880
0	888
0	903
0	906
0	923
0	927
0	935
0	953
0	957
0	969
0	970
0	979
0	994
0	1013
0	1014
0	1016
0	1017
0	1032
0	1034
0	1041
0	1052
0	1055
0	1058
0	1059
0	1070
0	1078
0	1108
0	1112
0	1156
0	1157
0	1168
0	1172
0	1182
0	1205
0	1211
0	1223
0	1231
0	1236
0	1252
0	1258
0	1261
0	1262
0	1290
0	1320
0	1329
0	1341
0	1392
0	1394
0	1466
0	1474
0	1475
0	1486
0	1491
0	1492
0	1508
0	1514
0	1523
0	1530
0	1535
0	1537
0	1538
0	1544
0	1550
0	1566
0	1569
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	23
1	25
1	26
1	28
1	30
1	32
1	34
1	35
1	36
1	37
1	41
1	48
1	49
1	53
1	54
1	56
1	57
1	62
1	64
1	69
1	72
1	75
1	76
1	77
1	78
1	84
1	85
1	86
1	87
1	88
1	90
1	91
1	92
1	93
1	95
1	98
1	99
1	101
1	108
1	111
1	114
1	115
1	121
1	125
1	128
1	132
1	137
1	141
1	144
1	148
1	155
1	156
1	161
1	162
1	165
1	168
1	174
1	183
1	189
1	190
1	193
1	194
1	195
1	198
1	199
1	209
1	212
1	215
1	216
1	223
1	234
1	239
1	240
1	245
1	250
1	257
1	258
1	261
1	262
1	270
1	276
1	286
1	287
1	291
1	299
1	301
1	314
1	325
1	327
1	329
1	354
1	366
1	367
1	369
1	372
1	373
1	380
1	388
1	389
1	390
1	395
1	420
1	423
1	427
1	428
1	443
1	465
1	472
1	484
1	491
1	507
1	516
1	519
1	535
1	541
1	544
1	550
1	553
1	557
1	586
1	590
1	603
1	619
1	627
1	633
1	636
1	668
1	688
1	701
1	713
1	730
1	743
1	779
1	783
1	796
1	832
1	842
1	861
1	873
1	878
1	919
1	921
1	942
1	956
1	979
1	999
1	1004
1	1008
1	1031
1	1032
1	1043
1	1064
1	1065
1	1118
1	1133
1	1141
1	1174
1	1177
1	1185
1	1206
1	1207
1	1238
1	1244
1	1248
1	1258
1	1276
1	1277
1	1282
1	1288
1	1346
1	1359
1	1362
1	1379
1	1381
1	1383
1	1384
1	1393
1	1398
1	1431
1	1456
1	1479
1	1490
1	1504
1	1531
1	1557
1	1565
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	24
2	25
2	28
2	29
2	30
2	31
2	32
2	34
2	35
2	36
2	38
2	39
2	42
2	47
2	49
2	52
2	53
2	54
2	55
2	57
2	58
2	61
2	64
2	70
2	72
2	83
2	84
2	85
2	89
2	90
2	94
2	96
2	98
2	100
2	103
2	105
2	106
2	108
2	110
2	111
2	112
2	113
2	114
2	115
2	119
2	123
2	125
2	140
2	144
2	148
2	149
2	152
2	153
2	158
2	159
2	177
2	178
2	186
2	203
2	206
2	208
2	215
2	234
2	235
2	238
2	240
2	250
2	260
2	265
2	268
2	272
2	279
2	281
2	282
2	283
2	289
2	299
2	304
2	307
2	311
2	315
2	328
2	329
2	331
2	335
2	341
2	350
2	355
2	356
2	360
2	364
2	365
2	375
2	385
2	386
2	389
2	395
2	397
2	402
2	408
2	409
2	414
2	430
2	431
2	451
2	454
2	457
2	458
2	460
2	464
2	467
2	473
2	479
2	489
2	497
2	500
2	501
2	505
2	508
2	519
2	521
2	535
2	539
2	542
2	543
2	559
2	570
2	580
2	589
2	599
2	601
2	603
2	640
2	641
2	649
2	667
2	694
2	699
2	700
2	704
2	706
2	709
2	714
2	728
2	734
2	736
2	746
2	751
2	754
2	761
2	781
2	788
2	808
2	837
2	838
2	845
2	871
2	878
2	884
2	901
2	910
2	920
2	935
2	941
2	944
2	950
2	951
2	955
2	976
2	986
2	990
2	991
2	1039
2	1053
2	1058
2	1060
2	1068
2	1072
2	1073
2	1082
2	1092
2	1108
2	1130
2	1133
2	1145
2	1151
2	1159
2	1175
2	1207
2	1238
2	1239
2	1240
2	1246
2	1258
2	1266
2	1269
2	1282
2	1299
2	1317
2	1321
2	1345
2	1360
2	1370
2	1371
2	1385
2	1405
2	1426
2	1431
2	1439
2	1467
2	1473
2	1490
2	1491
2	1497
2	1516
2	1519
2	1541
2	1552
2	1568
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	24
3	25
3	26
3	27
3	28
3	29
3	30
3	31
3	32
3	34
3	35
3	43
3	45
3	47
3	49
3	50
3	51
3	52
3	53
3	54
3	55
3	56
3	57
3	59
3	60
3	61
3	62
3	63
3	64
3	66
3	73
3	75
3	77
3	79
3	83
3	84
3	85
3	95
3	96
3	97
3	102
3	104
3	105
3	114
3	115
3	116
3	117
3	126
3	129
3	130
3	131
3	132
3	135
3	144
3	146
3	150
3	151
3	159
3	160
3	161
3	162
3	168
3	177
3	179
3	182
3	186
3	190
3	201
3	205
3	208
3	212
3	228
3	232
3	235
3	243
3	253
3	256
3	263
3	272
3	278
3	280
3	286
3	288
3	289
3	291
3	294
3	297
3	303
3	305
3	319
3	320
3	341
3	347
3	349
3	361
3	364
