6712	1668
6712	3215
8563	26716
8563	4323
13666	19262
28689	20804
28689	6778
28801	702
28801	8422
5006	20283
5006	21902
5006	25637
5006	17162
5006	18581
5006	11401
5006	16904
5006	21730
5006	7018
5006	14278
5006	18454
5006	1347
5006	26021
5006	7792
5006	16595
5006	10337
5006	4045
5006	18699
5006	7973
5006	25615
5006	18723
5006	1239
5006	10765
5006	22555
5006	25694
5006	78
5006	15011
5006	25720
5006	701
5006	15100
5006	10377
5006	19458
5006	21573
5006	7263
5006	8148
5006	15267
5006	26557
5006	3679
5006	14738
5006	14367
5006	7845
5006	14619
5006	555
5006	16612
5006	11544
8434	3292
8434	12996
8434	6785
8434	15560
8434	2865
8434	2116
8434	20569
8434	28942
8434	3303
8434	16086
8434	3293
8434	3257
8434	13237
8434	29607
8434	15659
8434	25148
8434	21119
8434	1741
8434	21171
8434	1257
8434	30737
8434	719
8434	16207
8434	15765
8434	13052
8434	13276
8434	21202
8434	13308
8434	16095
8434	13243
8434	20542
8434	3308
8434	8881
8434	12435
8434	8786
8434	12929
8434	5381
8434	20513
8434	25387
8434	20574
8434	25475
8434	9173
8434	13212
8434	29422
8434	13189
8434	29282
8434	24819
8434	6830
8434	2119
8434	29506
8434	30798
8434	16150
8434	29517
8434	1835
8434	16245
8434	24959
8434	25252
8434	29300
8434	8896
8434	21297
8434	224
8434	15950
8434	1759
8434	702
8434	21293
8434	16065
8434	29266
8434	24713
8434	25201
8434	1342
8434	13069
8434	9167
8434	3549
8434	2603
8434	5377
8434	2686
29429	20646
29648	28745
29648	3239
19067	209
19067	3356
65441	16441
18581	5006
16553	3561
14308	701
14308	11853
7652	9942
7652	7586
7652	703
4863	4637
4628	17926
4628	4788
4628	9292
4628	703
4628	2706
4628	9226
4628	9892
4628	4765
4628	18377
4628	5511
4628	714
4628	4637
4628	3320
4628	7473
4628	9625
4628	19012
13279	8856
22537	701
22537	21637
18100	7579
18100	7474
20620	10530
1932	7018
1932	3549
17773	17633
17773	4837
17773	9800
12798	8301
30125	8966
1785	10882
1785	10963
1785	27344
1785	16896
1785	11023
1785	21704
1785	7828
1785	15050
1785	22252
1785	3820
1785	11931
1785	11452
1785	25911
1785	4474
1785	22597
1785	25816
1785	13237
1785	26055
1785	26628
1785	22077
1785	10493
1785	20108
1785	19343
1785	5641
1785	23171
1785	26099
1785	19674
1785	6067
1785	27211
1785	21806
1785	26635
1785	6939
1785	19661
1785	23484
1785	4017
1785	20072
1785	7911
1785	30150
1785	25936
1785	11916
1785	11817
1785	4969
1785	26727
1785	11534
1785	14242
1785	13972
1785	26924
1785	20306
1785	12220
1785	6522
1785	30544
1785	88
1785	5647
1785	15356
1785	26820
1785	30566
1785	14223
1785	16670
1785	26881
1785	22642
1785	16500
1785	26808
1785	26294
1785	23262
1785	4231
1785	13498
1785	17019
1785	16554
1785	19460
1785	14996
1785	21781
23058	3741
23058	2905
18471	1239
18471	2828
18471	6347
9363	3549
17145	701
17145	1239
18324	4766
18324	3786
26844	1239
26844	6347
29030	9127
29030	20685
27480	701
27480	1239
27459	2551
15172	701
17206	209
17206	14633
18860	701
18860	7018
19092	30110
19092	11507
19092	21864
19092	11252
19092	7745
19092	22629
19092	701
19092	19947
19092	3908
19092	27008
19092	11699
19092	6539
19092	11608
19092	6373
19092	13649
19092	12126
19092	210
19092	14149
19092	209
19092	10880
19092	29822
19092	22984
19092	30189
19092	23492
19092	3356
19092	12009
20998	702
20998	4589
19757	1239
19757	7018
14392	701
14392	6467
3957	10910
3957	16631
3957	6128
8409	3316
19720	6128
24783	13257
24783	8342
22320	6939
10441	7018
12093	26677
12093	14472
11169	1239
11169	7018
14816	2828
14816	11363
9638	3786
16355	1836
16355	8220
1244	701
1244	16631
29393	4474
29393	10255
29393	3410
25953	209
25953	1239
29	209
29	7018
29	10578
21836	6347
24616	21166
30140	19406
20226	701
20226	7018
28818	702
28818	3300
11879	701
6358	2914
6358	3549
21215	15982
16043	20485
16043	2854
4358	701
4358	22239
4358	3356
4358	13475
4358	19589
14729	1784
14729	14742
22495	701
10701	12198
10701	19962
10701	14658
22876	4230
22876	17379
29973	6517
16410	6395
16410	1239
15021	6461
15021	1239
15021	10911
6587	6395
6587	3561
16622	6395
21223	702
11648	2647
25867	577
25867	3561
16084	9066
21363	9116
21363	5486
11427	1668
11427	12270
11427	3356
22961	1239
22961	13488
30744	9116
30744	1680
18391	4637
18391	2914
9600	2914
9600	2527
9600	3549
9600	9619
26831	701
20962	12713
7337	701
7337	15243
7337	1239
7337	22644
15671	12450
15671	8391
15671	8881
15671	15540
15671	21026
10129	4637
10129	7474
24731	8895
24731	20759
26317	19199
26317	16422
15465	21150
15465	1273
9968	4766
9968	3786
26707	209
26707	4323
26002	13504
14467	2379
14467	6395
14467	4323
13633	7018
13633	3549
5464	8741
5464	286
5464	24836
11280	701
25747	22306
25747	16467
25747	13999
25747	10911
25747	13805
9985	10223
9985	7474
3475	721
5401	1273
4319	21519
4319	6539
4319	11608
4319	23265
4319	15290
4319	25700
8193	15531
8193	1759
8193	4134
20906	8220
20906	3352
6327	5071
6327	22208
6327	18650
6327	14651
6327	12956
6327	4589
6327	8121
6327	20161
6327	6638
6327	3303
6327	13911
6327	16941
6327	2497
6327	25983
6327	3257
6327	13237
6327	2899
6327	4637
6327	3602
6327	3557
6327	25999
6327	19062
6327	6939
6327	18968
6327	7826
6327	701
6327	22950
6327	7911
6327	18638
6327	17392
6327	14280
6327	10965
6327	5764
6327	13937
6327	27327
6327	19752
6327	11625
6327	19190
6327	19875
6327	23163
6327	25749
6327	23184
6327	11608
6327	5511
6327	14366
6327	22799
6327	12188
6327	271
6327	30500
6327	7992
6327	21804
6327	1668
6327	8057
6327	30092
6327	19016
6327	6539
6327	22623
6327	6407
6327	8210
6327	13365
6327	2914
6327	23523
6327	30370
6327	15290
6327	23229
6327	27181
6327	852
6327	21671
27193	6130
27193	22837
27193	30085
21316	8503
11869	1
11869	1239
14363	1239
14363	7018
29191	16179
15995	5522
12794	8705
12794	9121
21110	15570
6894	6461
6894	1299
6894	8836
6894	3257
6894	8375
28718	8573
28718	6799
4261	7963
4261	7018
23311	701
23311	7018
20778	15694
20778	5617
20778	12741
20459	25222
20459	26625
20459	2905
20459	5713
10390	13791
10390	1239
10390	13790
27493	5696
27493	6395
21881	12181
8	2914
8	4557
7479	4635
7479	4058
7479	2516
7479	4658
18469	701
18469	3561
10220	17975
10220	9448
10220	9251
12787	4645
12787	5400
12787	1299
12787	3491
12787	13237
29842	19956
11220	19024
21091	702
21091	3291
19727	1239
14870	701
14870	10911
14870	3561
9683	9318
25047	9000
27274	237
27274	7132
21234	3320
22316	6221
22316	701
24629	8591
19071	3561
19071	6598
16073	12670
4993	4200
8611	5408
21057	702
21057	5511
21057	24633
13366	1239
13366	17054
14419	3561
12028	12181
24727	6803
23171	7018
23171	1785
12882	8220
15972	20671
13581	3356
13581	7018
14891	1239
14891	3786
14891	6939
14891	13237
14891	4637
14891	12956
14891	1668
14891	7018
4704	2914
4704	9225
4704	2497
4704	2516
4704	4694
29187	21455
29187	12530
21806	7018
21806	1785
14349	7018
14349	3549
18026	4766
18026	9270
18026	3786
5433	3267
21997	6402
29363	28745
10430	30341
10430	3935
10430	30075
10430	27183
10430	22441
10430	101
23416	16629
17988	17538
17988	9789
17988	18059
17988	5511
17988	703
17988	7590
20983	5617
22237	701
22237	6347
18339	4766
11458	1239
15852	12481
10052	4766
10052	9270
10052	3786
22813	701
7514	2914
7514	23620
7514	2497
7514	9225
7514	10013
7514	7516
7514	2516
13661	27270
13661	19262
18447	701
18447	1239
11383	701
11383	6517
27471	1239
27471	13386
22355	12258
22355	2905
22355	6453
30428	209
30428	7270
21394	12797
21394	1267
22087	701
22087	6386
22087	7018
12543	29497
12543	8342
12543	28980
12543	20485
9859	4766
9859	3786
15984	6731
27174	701
27174	1239
15026	701
7184	18592
7184	6503
7184	27689
26013	1239
15705	1273
15705	12964
12270	11427
4570	7132
10238	9729
1	15084
1	13865
1	16405
1	14418
1	27448
1	11302
1	4589
1	20167
1	15130
1	5750
1	30685
1	14480
1	2516
1	4963
1	26091
1	19300
1	23479
1	17100
1	11264
1	17129
1	26979
1	1343
1	10616
1	13789
1	14839
1	14298
1	6541
1	6167
1	14344
1	11051
1	3494
1	12007
1	2559
1	16831
1	226
1	10325
1	19570
1	7473
1	3356
1	26157
1	6301
1	25900
1	6564
1	19103
1	3134
1	5977
1	19916
1	11382
1	5466
1	13663
1	2933
1	3405
1	4927
1	7949
1	22962
1	2381
1	22325
1	22277
1	30163
1	3495
1	10864
1	10719
1	11869
1	22971
1	26203
1	26848
1	11787
1	11598
1	17170
1	10806
1	27402
1	21657
1	13387
1	6435
1	21777
1	11563
1	18694
1	2714
1	22110
1	21549
1	30607
1	6966
1	3303
1	17317
1	3705
1	20060
1	7914
1	16798
1	27600
1	23351
1	12037
1	20220
1	201
1	10794
1	14011
1	6062
1	189
1	7963
1	26492
1	22063
1	22883
1	21617
1	4536
1	20427
1	12181
1	8220
1	14320
1	10890
1	11716
1	14500
1	20119
1	11525
1	21984
1	6482
1	19888
1	10700
1	23427
1	6122
1	27022
1	70
1	26553
1	26925
1	18708
1	13819
1	18963
1	11020
1	2881
1	14927
1	6118
1	6139
1	14022
1	26841
1	6349
1	5113
1	7738
1	11407
1	27412
1	13662
1	10979
1	15288
1	16524
1	13828
1	10317
1	11669
1	19130
1	3599
1	22074
1	12192
16527	701
16527	7018
12262	30628
12262	10796
5554	15410
22227	10476
19252	5650
4184	209
4184	2551
12991	8437
12991	1853
17166	2914
17166	7018
23318	1239
23318	3356
25266	6849
20402	1239
20402	7018
8100	7333
15521	3549
12347	4589
12347	3320
12347	6730
12347	3561
12347	8210
9873	7473
9873	9881
30238	701
22527	701
22527	209
21181	8220
21181	8903
10075	9911
26929	13768
29164	8468
22292	701
18528	701
18528	3356
18528	26423
23379	2828
4200	3292
4200	6461
4200	2548
4200	2828
4200	30033
4200	6402
4200	21981
4200	5081
4200	376
4200	19962
4200	3303
4200	7018
4200	22969
4200	4993
4200	11608
4200	29814
4200	3491
4200	3257
4200	13680
4200	4637
4200	22298
4200	2381
4200	4565
4200	6453
4200	22384
4200	4670
4200	9318
4200	30085
4200	701
4200	22275
4200	1668
4200	20406
4200	23352
4200	7911
4200	29994
4200	16713
4200	8210
4200	11270
4200	7260
4200	3549
4200	14909
4200	16559
4200	2914
4200	11755
4200	5650
4200	7473
4200	3356
4200	293
4200	22934
17003	701
17003	7018
11633	701
15950	8434
15950	13308
28725	5400
28725	20884
1975	1239
1975	7018
30197	701
30197	7018
30082	209
30082	701
30082	7018
11443	701
11443	3356
11443	3549
8214	5408
12565	8220
12565	3257
12565	3303
29140	21501
17927	17769
17927	5511
17927	17727
4827	4750
25154	6846
23659	2042
23659	9930
9842	4766
9842	4670
19741	14551
19741	6503
19741	14000
19741	26608
20378	6461
14065	7018
13196	7990
26800	701
26800	7018
16203	8903
16203	3352
11707	1668
17342	10913
8711	8342
8711	21127
8711	2854
13233	15717
21236	21305
21236	6697
21236	21166
13589	9340
13589	6395
13589	4787
13589	18059
13589	16094
13589	17451
13589	8443
13589	9251
13589	18156
13589	18200
13589	4565
13589	17480
13589	8920
13589	7545
20828	16243
11975	17373
11975	7066
25781	10910
25781	701
18869	13489
23273	4323
8153	701
8153	6539
8153	15290
8153	14177
8153	3356
8153	7018
8153	5511
8153	3561
10344	27553
21301	702
21301	3549
25426	3356
775	1309
19986	2548
19986	1239
20594	8472
20594	9072
18945	1239
18945	3356
5668	701
5668	7018
5668	3549
20	5650
20	6395
20	3754
27424	25752
27424	16631
9808	701
9808	1239
9808	3320
9808	3549
14328	701
14328	7018
30279	701
29273	5603
20046	7018
20046	11486
20046	3561
14898	701
14898	6198
14898	6384
14898	7018
14898	3561
26367	22335
26367	6325
25968	13504
29149	4148
29149	1680
30336	5769
30336	852
16420	701
16420	23215
16420	6517
16420	3491
26469	8114
21732	12181
78	5006
12473	2914
12473	5587
7247	3066
6612	209
15474	2603
5571	7911
5571	6939
5571	13237
5571	8210
5571	4637
5571	4589
5571	8297
5571	15677
5571	8190
13110	1299
13110	8246
21649	209
764	5515
19156	701
19156	1239
26581	1239
26581	4323
29828	209
29828	7018
9697	9848
7634	9226
26974	701
26974	17263
12021	19752
12021	11647
12021	14366
12021	19405
12021	5664
12021	3602
12021	701
12021	23237
12021	15290
12021	23373
12021	11103
12021	852
21983	701
21983	1239
20009	2548
20009	6395
8754	3269
19615	1239
11754	2914
11754	3462
11754	17285
11754	3561
15681	702
15681	2686
26777	701
26777	7132
14703	1239
14703	11796
20749	13045
20749	8220
25608	16582
25608	7018
10083	17486
10083	703
18055	1221
18055	7474
27393	209
10787	7911
10787	7132
15881	15471
6220	701
6220	3356
6220	3549
9973	4766
9973	3786
30441	1239
30441	15154
9930	3491
9930	9304
9930	23659
9930	10111
9930	9655
8519	288
13684	701
13684	7018
20947	9141
24795	9132
24795	8220
15723	13126
24839	2614
24839	6746
19232	3741
19232	2686
20976	20834
20976	25396
20976	4589
20976	28882
20976	3491
20976	6939
23277	209
25436	8342
7087	19731
7087	26608
27596	2828
27596	3356
24631	13126
23149	701
23149	1239
15486	702
15486	5669
13227	8342
13227	2854
112	3292
112	10515
112	22548
112	8674
112	6320
112	6895
112	10084
112	7500
112	8943
